stid,ok,name,start_date,end_date,lat,lon,heigh,height2,type,disappear_time,remark,gjjhzh_194_remark,ybzh_2170_remark,,,,红色112
56646,云南,剑川,198101,201012,26.53333333,99.91666667,2191.4,2193.5,,,,,一般站,,,,
56649,云南,洱源,198101,201012,26.1,99.96666667,2059.9,2059.9,,,,,一般站,,,,
56651,云南,丽江,195101,201207,26.85,100.2166667,2380.9,2382.1,基准站,,1996年改基准站,国际交换站,一般站,,,,
56652,云南,永胜,198101,201012,26.68333333,100.75,2130.5,2131,,,,,一般站,,,,
56654,云南,鹤庆,198101,201012,26.58333333,100.1833333,2195.4,2196.8,,,,,一般站,,,,
56664,云南,华坪,195612,200012,26.63333333,101.2666667,1230.8,1230.8,基本站,,缺196806-196810,,一般站,,,,
56665,四川,盐边,198101,201012,26.68333333,101.85,1140.3,1141.5,,,,,一般站,,,,
56666,四川,攀枝花,198801,200012,26.58333333,101.7166667,1224.8,1225.9,基本站,,,,一般站,,,,
56669,云南,永仁,198101,201012,26.05,101.0666667,1531.3,1534.1,,,,,一般站,,,,
56670,四川,米易,198101,201012,26.91666667,102.1166667,1136.9,1138.3,,,,,一般站,,,,
56671,四川,会理,195206,201207,26.65,102.25,1787.3,1788.6,基准站,,1995年改基准站,国际交换站,一般站,,,,
56673,云南,巧家,198101,201012,26.91666667,102.9166667,893.9,894.9,,,,,一般站,,,,
56674,四川,仁和,197101,198712,26.05,101.7333333,1108,1109.1,一般站,,,,一般站,,,,
56675,四川,会东,198101,201012,26.65,102.5833333,1694.5,1695.7,,,,,一般站,,,,
56684,云南,会泽,195210,200012,26.4,103.25,2188.3,2189.3,基本站,,,,一般站,,,,
56688,云南,东川,198101,201012,26.1,103.0166667,1254.1,1253.4,,,,,一般站,,,,
56691,贵州,威宁,195101,200012,26.86666667,104.2833333,2237.5,2238.6,基准站,,1992年改基准站,,一般站,,,,
56697,云南,宣威,198101,201012,26.21666667,104.0833333,1984.2,1987.4,,,,,一般站,,,,
56739,云南,腾冲,195101,201207,24.98333333,98.05,1695.9,1696.9,基本站,,1987年改基准站,国际交换站,一般站,,,,
56741,云南,泸水,195701,200012,25.98333333,98.81666667,1804.9,1803.7,基本站,,,,,,,,
56742,云南,云龙,198101,201012,25.9,99.36666667,1658.5,1663.9,,,,,一般站,,,,
56745,云南,漾濞,198101,201012,25.68333333,99.95,1626.1,1627.2,,,,,一般站,,,,
56746,云南,永平,198101,201012,25.46666667,99.51666667,1616.7,1618.3,,,,,一般站,,,,
56748,云南,保山,195101,200012,25.11666667,99.18333333,1652.2,1651.2,基本站,,,,一般站,,,,
56751,云南,大理,195101,200012,25.7,100.1833333,1990.5,1991.6,基本站,,,,一般站,,,,
56752,云南,宾川,198101,201012,25.08333333,100.5666667,1438.7,1440.3,,,,,一般站,,,,
56755,云南,弥渡,198101,201012,25.35,100.4833333,1668.5,1670,,,,,一般站,,,,
56757,云南,巍山,198101,201012,25.26666667,100.2833333,1742.1,1744,,,,,一般站,,,,
56761,云南,大姚,198101,201012,25.71666667,101.3166667,1878.1,1873.7,,,,,一般站,,,,
56763,云南,元谋,195511,200012,25.73333333,101.8666667,1120.2,1121.1,基本站,,缺196806-196812,,,,,,
56764,云南,姚安,198101,201012,25.53333333,101.2333333,1873.5,1875.2,,,,,一般站,,,,
56766,云南,牟定,198101,201012,25.3,101.5166667,1822,1821.6,,,,,一般站,,,,
56767,云南,南华,198101,201012,25.18333333,101.2833333,1857.4,1858.3,,,,,一般站,,,,
56768,云南,楚雄,195209,201207,25.01666667,101.5333333,1772,1773,基本站,,缺195104-195208,国际交换站,,,,,
56772,云南,富民,198101,201012,25.23333333,102.05,1692.7,1694.4,,,,,一般站,,,,
56774,云南,武定,198101,201012,25.53333333,102.4166667,1710.7,1712,,,,,一般站,,,,
56777,云南,禄丰,198101,201012,25.15,102.0666667,1566.1,1566.8,,,,,一般站,,,,
56778,云南,昆明,195101,201207,25,102.65,1888.1,1889.1,基准站,缺199101,1987年改基准站,国际交换站,一般站,,,,
56782,云南,马龙,198101,201012,25.41666667,103.55,2067.1,2064.8,,,,,一般站,,,,
56783,云南,曲靖,198101,201012,25.05,103.8,1906.2,1906.3,,,,,一般站,,,,
56785,云南,嵩明,198101,201012,25.35,103.0833333,1915.7,1916.7,,,,,一般站,,,,
56786,云南,沾益,195101,200012,25.58333333,103.8333333,1898.7,1900.1,基本站,,,,,,,,
56790,云南,富源,198101,201012,25.68333333,104.25,1925.8,1920.5,,,,,一般站,,,,
56792,贵州,普安,198101,201012,25.78333333,104.9666667,1649.4,1648.5,,,,,一般站,,,,
56793,贵州,盘县,195101,200012,25.71666667,104.4666667,1800,1796,基本站,,,,一般站,,,,
56835,云南,陇川,198101,201012,24.06666667,97.81666667,959.1,958.7,,,,,一般站,,,,
56836,云南,盈江,198101,201012,24.7,97.95,826.7,828.1,,,,,一般站,,,,
56838,云南,瑞丽,195701,200012,24.01666667,97.85,776.6,776.4,基本站,,,,,,,,
56839,云南,镇康,198101,201012,23.76666667,98.81666667,995.3,994.5,,,,,一般站,,,,
56840,云南,粱河,198101,201012,24.81666667,98.3,1012.9,1013.7,,,,,一般站,,,,
56841,云南,龙陵,198101,201012,24.6,98.68333333,1528,1527.6,,,,,一般站,,,,
56842,云南,施甸,198101,201012,24.73333333,99.18333333,1471.2,1473.4,,,,,一般站,,,,
56843,云南,昌宁,198101,201012,24.08333333,99.61666667,1650.6,1650.2,,,,,一般站,,,,
56844,云南,芒市,198101,201012,24.43333333,98.58333333,913.8,915,,,,,一般站,,,,
56846,云南,凤庆,198101,201012,24.58333333,99.93333333,1569,1569.8,,,,,一般站,,,,
56849,云南,永德,198101,201012,24.03333333,99.23333333,1606.2,1607.2,,,,,一般站,,,,
56851,云南,南涧,198101,201012,25.03333333,100.5166667,1377.2,1378.6,,,,,一般站,,,,
56854,云南,云县,198101,201012,24.45,100.1333333,1108.6,1108.1,,,,,一般站,,,,
56856,云南,景东,195512,200012,24.46666667,100.8666667,1162.3,1163.5,基本站,,,,一般站,,,,
56862,云南,双柏,198101,201012,24.68333333,101.6,1968.1,1966,,,,,一般站,,,,
56863,云南,安宁,198101,201012,24.93333333,102.4833333,1848,1850,,,,,一般站,,,,
56867,云南,镇沅,198101,201012,23.98333333,101.1166667,1105.4,1107.2,,,,,一般站,,,,
56869,云南,新平,198101,201012,24.06666667,101.9666667,1497.5,1498.2,,,,,一般站,,,,
56870,云南,易门,198101,201012,24.65,102.1833333,1600.9,1597.7,,,,,一般站,,,,
56871,云南,晋宁,198101,201012,24.65,102.6,1893.1,1894.2,,,,,一般站,,,,
56873,云南,澄江,198101,201012,24.68333333,102.9166667,1796.3,1788.5,,,,,一般站,,,,
56875,云南,玉溪,195101,200012,24.03333333,102.55,1716.9,1717.5,基本站,,,,一般站,,,,
56876,云南,江川,198101,201012,24.28333333,102.7666667,1731.1,1732.5,,,,,一般站,,,,
56878,云南,通海,198101,201012,24.13333333,102.75,1801.8,1802.4,,,,,一般站,,,,
56879,云南,华宁,198101,201012,24.18333333,102.9166667,1702.6,1698.9,,,,,一般站,,,,
56880,云南,宜良,195811,199105,24.91666667,103.0166667,1532.5,1532.9,一般站,缺196801-196804、199103,1991年改一般站,,一般站,,,,
56881,云南,石林,198101,201012,24.75,103.2666667,1695.8,1694.7,,,,,一般站,,,,
56882,云南,呈贡,198101,201012,24.88333333,102.8,1906.6,1909.2,,,,,一般站,,,,
56883,云南,师宗,198101,201012,24.81666667,103.9833333,1900.9,1901.9,,,,,一般站,,,,
56885,云南,弥勒,198101,201012,24.4,103.45,1415.5,1416.7,,,,,一般站,,,,
56886,云南,泸西,195801,200012,24.53333333,103.7666667,1704.3,1705.5,基本站,,,,一般站,,,,
56889,云南,丘北,198101,201012,24.05,104.0166667,1518.7,1518.5,,,,,一般站,,,,
56891,云南,罗平,198101,201012,24.98333333,104.3166667,1482.7,1482.4,,,,,一般站,,,,
56898,云南,峨山,198101,201012,24.18333333,102.4,1600,1601.2,,,,,一般站,,,,
56944,云南,沧源,198101,201012,23.15,99.26666667,1278.3,1280.7,,,,,一般站,,,,
56946,云南,耿马,199001,200012,23.55,99.4,1104.9,1104.8,基本站,,,,一般站,,,,
56948,云南,西盟,198101,201012,22.63333333,99.6,1155,1156.1,,,,,一般站,,,,
56949,云南,孟连,198101,201012,22.31666667,99.6,945,946.1,,,,,一般站,,,,
56950,云南,双江,198101,201012,23.46666667,99.8,1044.1,1044,,,,,一般站,,,,
56951,云南,临沧,195304,201207,23.88333333,100.0833333,1502.4,1502.6,基本站,,,国际交换站,一般站,,,,
56952,云南,景谷,198101,201012,23.05,100.7,913.2,914,,,,,一般站,,,,
56954,云南,澜沧,195401,201207,22.56666667,99.93333333,1054.8,1054.4,基本站,,,国际交换站,一般站,,,,
56958,云南,勐海,198101,201012,21.91666667,100.4166667,1176.3,1177.5,,,,,一般站,,,,
56959,云南,景洪,195308,200012,22,100.8,582,553.6,基本站,,,,,,,,
56962,云南,墨江,198101,201012,23.41666667,101.0666667,1314.6,1315.3,,,,,一般站,,,,
56964,云南,思茅,195111,201207,22.78333333,100.9666667,1302.1,1302.9,基本站,,,国际交换站,一般站,,,,
56966,云南,元江,195308,200012,23.6,101.9833333,400.9,401.6,基准站,,1993年改基准站,,一般站,,,,
56969,云南,勐腊,195612,200012,21.46666667,101.5833333,633.4,634.4,基准站,,1990年改基准站,,一般站,,,,
56970,云南,石屏,198101,201012,23.7,102.4833333,1419.3,1419.9,,,,,一般站,,,,
56975,云南,红河,198101,201012,23.36666667,102.4333333,974.5,975.9,,,,,一般站,,,,
56976,云南,元阳,198101,201012,23.23333333,102.0833333,232,229.4,,,,,一般站,,,,
56977,云南,江城,195701,200012,22.58333333,101.85,1120.5,1121,基本站,,,,一般站,,,,
56978,云南,绿春,198101,201012,23,102.4166667,1642.8,1640.7,,,,,一般站,,,,
56982,云南,开远,198101,201012,23.7,103.2833333,1117,1117.6,,,,,一般站,,,,
56984,云南,个旧,198101,201012,23.38333333,103.15,1720.5,1717.7,,,,,一般站,,,,
56985,云南,蒙自,195101,201207,23.38333333,103.3833333,1300.7,1301.7,基准站,,1987年改基准站,国际交换站,,,,,
56986,云南,屏边,195405,200012,22.98333333,103.6833333,1414.1,1412.1,基本站,,缺195704-195812,,,,,,
56987,云南,金平,198101,201012,22.78333333,103.2333333,1260,1261.1,,,,,一般站,,,,
56991,云南,砚山,198101,201012,23.61666667,104.0333333,1561.1,1561.1,,,,,一般站,,,,
56992,云南,西畴,198101,201012,23.45,104.7,1507.5,1508.1,,,,,一般站,,,,
56994,云南,文山,195511,200012,23.03333333,104.2833333,1293.5,1292.7,基本站,,缺196801,,一般站,,,,
56995,云南,马关,198101,201012,23.03333333,104.4166667,1332.9,1335.4,,,,,一般站,,,,
57001,甘肃,甘谷,198101,201012,34.75,105.0333333,1271.9,1273.1,,,,,一般站,,,,
57002,甘肃,秦安,198101,201012,34.85,105.65,1216.1,1217.3,,,,,一般站,,,,
57003,陕西,陇县,198101,201012,34.9,106.0833333,924.2,925.1,,,,,一般站,,,,
57004,甘肃,武山,198101,201012,34.73333333,104.8833333,1495.4,1496.6,,,,,一般站,,,,
57006,甘肃,天水,195101,200012,34.58333333,105.75,1141.6,1142.8,基本站,,,,一般站,,,,
57007,甘肃,礼县,198101,201012,34.18333333,105.1833333,1404.6,1405.8,,,,,一般站,,,,
57008,甘肃,西和,198101,201012,34.03333333,105.3,1579,1580.2,,,,,一般站,,,,
57011,甘肃,清水,198101,201012,34.75,106.15,1378.2,1379.4,,,,,一般站,,,,
57012,甘肃,张家川,198101,201012,34.98333333,106.2,1664.5,1665.7,,,,,一般站,,,,
57014,甘肃,麦积,196407,201207,34.56666667,105.8666667,1085.2,1086.4,,,,国际交换站,一般站,,,,
57016,陕西,宝鸡,195109,200012,34.35,107.1333333,612.4,613.7,基本站,,,,一般站,,,,
57020,陕西,宝鸡县,198101,201012,34.36666667,107.4,563,564.3,,,,,一般站,,,,
57021,陕西,千阳,198101,201012,34.65,107.1333333,751.6,751.5,,,,,一般站,,,,
57022,陕西,麟游,198101,201012,34.68333333,107.7833333,1026.3,1026.4,,,,,一般站,,,,
57023,陕西,彬县,198101,201012,35.01666667,108.1166667,919.9,920.6,,,,,一般站,,,,
57024,陕西,岐山,198101,201012,34.45,107.65,669.6,671.1,,,,,一般站,,,,
57025,陕西,凤翔,198101,201012,34.51666667,107.3833333,781.1,782,,,,,一般站,,,,
57026,陕西,扶风,198101,201012,34.36666667,107.8833333,585.9,586.9,,,,,一般站,,,,
57027,陕西,眉县,198101,201012,34.26666667,107.7333333,517.6,518.4,,,,,一般站,,,,
57028,陕西,太白,198101,201012,34.03333333,107.3166667,1543.6,1544.4,,,,,一般站,,,,
57029,陕西,礼泉,198101,201012,34.05,108.4833333,543.2,544.4,,,,,一般站,,,,
57030,陕西,永寿,198101,201012,34.7,108.15,994.6,995.4,,,,,一般站,,,,
57031,陕西,淳化,198101,201012,34.81666667,108.55,1012.7,1013.5,,,,,一般站,,,,
57033,陕西,泾阳,198101,201012,34.55,108.8166667,428.1,429,,,,,一般站,,,,
57034,陕西,武功,195404,200012,34.25,108.2166667,447.8,449.2,基本站,,,,一般站,,,,
57035,陕西,乾县,198101,201012,34.55,108.2333333,636.8,636.7,,,,,一般站,,,,
57036,陕西,西安,195101,200012,34.3,108.9333333,397.5,398,基准站,,1987年改基准站,,,,,,
57037,陕西,耀县,200001,200012,34.93333333,108.9833333,710,711.8,基准站,,2000年改基本站,,一般站,,,,
57038,陕西,兴平,198101,201012,34.28333333,108.45,410.9,411.5,,,,,一般站,,,,
57041,陕西,三原,198101,201012,34.63333333,108.9166667,424,425.5,,,,,一般站,,,,
57042,陕西,富平,198101,201012,34.78333333,109.1833333,470.9,472.3,,,,,一般站,,,,
57043,陕西,大荔,198101,201012,34.8,109.9666667,351.4,352.3,,,,,一般站,,,,
57045,陕西,渭南,198101,201012,34.51666667,109.4833333,349.8,354.3,,,,,一般站,,,,
57046,陕西,华山,195301,200012,34.48333333,110.0833333,2064.9,2057.9,基本站,,,,一般站,,,,
57048,陕西,秦都,198101,201012,34.4,108.7166667,472.8,473.4,,,,,一般站,,,,
57051,河南,三门峡,195701,200012,34.8,111.2,409.9,410.9,基本站,,,,一般站,,,,
57052,山西,永济,198101,201012,34.88333333,110.45,354.1,355.1,,,,,一般站,,,,
57053,山西,芮城,198101,201012,34.7,110.7166667,505.7,507.1,,,,,一般站,,,,
57054,陕西,潼关,198101,201012,34.55,110.2333333,556.3,557.1,,,,,一般站,,,,
57055,陕西,华阴,198101,201012,34.55,110.0833333,351.3,352.5,,,,,一般站,,,,
57056,河南,灵宝,198101,201012,34.53333333,110.85,484.5,485.5,,,,,一般站,,,,
57057,陕西,洛南,198101,201012,34.1,110.15,963.4,964.2,,,,,一般站,,,,
57060,山西,夏县,198101,201012,35.01666667,111.2333333,402.9,404.2,,,,,一般站,,,,
57061,山西,平陆,198101,201012,34.08333333,111.2,410.7,412.6,,,,,一般站,,,,
57063,河南,渑池,198101,201012,34.76666667,111.7666667,523.6,523.6,,,,,一般站,,,,
57066,河南,洛宁,198101,201012,34.4,111.0666667,408.2,408.7,,,,,一般站,,,,
57067,河南,卢氏,195207,201207,34.05,111.0333333,568.8,569.9,基本站,,,国际交换站,,,,,
57070,河南,新安,198101,201012,34.73333333,112.1166667,364,359.5,,,,,一般站,,,,
57071,河南,孟津,196101,200012,34.81666667,112.4333333,333.3,333.2,基本站,,,,一般站,,,,
57072,河南,孟州,198101,201012,34.91666667,112.75,127.5,128.5,,,,,一般站,,,,
57073,河南,洛阳,195101,199106,34.63333333,112.4666667,137.1,137.9,一般站,,1991年改一般站,,,,,,
57074,河南,伊川,198101,201012,34.41666667,112.4,252.2,246.9,,,,,一般站,,,,
57075,河南,汝州,198101,201012,34.01666667,112.8666667,203.1,204.3,,,,,一般站,,,,
57076,河南,偃师,198101,201012,34.73333333,112.7833333,189.5,190.1,,,,,一般站,,,,
57077,河南,栾川,195701,200012,33.78333333,111.6,750.1,751.5,基本站,,,,,,,,
57078,河南,汝阳,198101,201012,34.15,112.4666667,336.5,334,,,,,一般站,,,,
57079,河南,温县,198101,201012,34.95,113.0333333,106.4,106.9,,,,,一般站,,,,
57080,河南,巩义,198101,201012,34.73333333,112.9666667,165.2,166.1,,,,,一般站,,,,
57081,河南,荥阳,198101,201012,34.8,113.4333333,140.9,141.9,,,,,一般站,,,,
57082,河南,登封,198101,201012,34.46666667,113.0166667,427.1,428.4,,,,,一般站,,,,
57083,河南,郑州,195101,201207,34.71666667,113.65,110.4,111.6,基准站,,1987年改基准站,国际交换站,一般站,,,,
57084,河南,嵩山,198101,201012,34.05,113.05,1178.4,1179,,,,,一般站,,,,
57085,河南,新密,198101,201012,34.53333333,113.0333333,259.9,264.8,,,,,一般站,,,,
57086,河南,新郑,198101,201012,34.38333333,113.7166667,116.6,116.8,,,,,一般站,,,,
57087,河南,长葛,198101,201012,34.26666667,113.7333333,104.1,105,,,,,一般站,,,,
57088,河南,禹州,198101,201012,34.15,113.05,116.1,117.7,,,,,一般站,,,,
57089,河南,许昌,195207,200012,34.06666667,113.9333333,67.2,68.2,基本站,,,,一般站,,,,
57090,河南,中牟,198101,201012,34.71666667,113.9666667,78.1,80.2,,,,,一般站,,,,
57091,河南,开封,195101,200012,34.78333333,114.3,73.7,74.8,基本站,,,,一般站,,,,
57093,河南,兰考,198101,201012,34.85,114.8166667,73.3,74,,,,,一般站,,,,
57094,河南,尉氏,198101,201012,34.4,114.2166667,67.4,68.5,,,,,一般站,,,,
57095,河南,鄢陵,198101,201012,34.11666667,114.15,61.1,62.2,,,,,一般站,,,,
57096,河南,杞县,198101,201012,34.53333333,114.7833333,59.7,60.7,,,,,一般站,,,,
57098,河南,扶沟,198101,201012,34.08333333,114.4,58.3,59.3,,,,,一般站,,,,
57099,河南,太康,198101,201012,34.06666667,114.85,52.6,53.6,,,,,一般站,,,,
57102,甘肃,成县,198101,201012,33.75,105.7166667,970,971.2,,,,,一般站,,,,
57105,甘肃,康县,198101,201012,33.03333333,105.6,1221.2,1222.4,,,,,一般站,,,,
57106,陕西,略阳,195301,200012,33.31666667,106.15,794.2,797.3,基本站,缺196709、196804-196808,,,一般站,,,,
57110,甘肃,徽县,198101,201012,33.78333333,106.0833333,930.8,932,,,,,一般站,,,,
57111,甘肃,两当,198101,201012,33.91666667,106.3,961.4,962.6,,,,,一般站,,,,
57113,陕西,凤县,198101,201012,33.9,106.5333333,985.9,986.7,,,,,一般站,,,,
57119,陕西,勉县,198101,201012,33.01666667,106.7,548.1,552.2,,,,,一般站,,,,
57123,陕西,杨凌,200801,201012,34.28333333,108.0666667,506,506.8,,,,,一般站,,,,
57124,陕西,留坝,198101,201012,33.63333333,106.9333333,1032.1,1033.3,,,,,一般站,,,,
57127,陕西,汉中,195101,201207,33.06666667,107.0333333,509.5,510.7,基准站,缺196804-196808,1992年改基准站；,国际交换站,一般站,,,,
57128,陕西,城固,198101,201012,33.01666667,107.0333333,486.4,487,,,,,一般站,,,,
57131,陕西,泾河,200501,201207,34.43333333,108.9666667,410,411,,,,国际交换站,一般站,,,,
57134,陕西,佛坪,195701,200012,33.51666667,107.9833333,827.2,827.9,基本站,,,,一般站,,,,
57137,陕西,宁陕,198101,201012,33.31666667,108.3166667,802.4,802,,,,,一般站,,,,
57140,陕西,柞水,198101,201012,33.06666667,109.1166667,818.2,819.4,,,,,一般站,,,,
57143,陕西,尚州,195303,200012,33.86666667,109.9666667,742.2,743.8,基本站,,缺195311-195312,,一般站,,,,
57144,陕西,镇安,195710,200012,33.43333333,109.15,693.7,696.2,基本站,缺196803、196806-196809,,,一般站,,,,
57153,陕西,丹凤,198101,201012,33.68333333,110.0333333,581.7,582.5,,,,,一般站,,,,
57154,陕西,商南,198101,201012,33.53333333,110.9,523,523.8,,,,,一般站,,,,
57155,陕西,山阳,198101,201012,33.55,109.8666667,660.2,661,,,,,一般站,,,,
57156,河南,西峡,195701,200012,33.3,111.05,250.3,251.3,基本站,,,,一般站,,,,
57162,河南,嵩县,198101,201012,34.13333333,112.0666667,440.7,439.7,,,,,一般站,,,,
57169,河南,内乡,198101,201012,33.05,111.8666667,159.1,160,,,,,一般站,,,,
57173,河南,鲁山,198101,201012,33.75,112.8833333,145.7,146.8,,,,,一般站,,,,
57175,河南,镇平,198101,201012,33.05,112.2333333,191.4,192.2,,,,,一般站,,,,
57176,河南,南召,198101,201012,33.48333333,112.4166667,231.1,230.4,,,,,一般站,,,,
57177,河南,舞钢,198101,201012,33.03333333,113.5333333,89.8,91.3,,,,,一般站,,,,
57178,河南,南阳,195207,200012,33.1,112.4833333,180.6,181.6,基准站,,1988年改基准站,,一般站,,,,
57179,河南,方城,198101,201012,33.28333333,113,160.4,161.6,,,,,一般站,,,,
57180,河南,郏县,198101,201012,33.98333333,113.2,117.5,118.6,,,,,一般站,,,,
57181,河南,宝丰,195701,200012,33.88333333,113.05,136.4,137.4,基本站,,,,一般站,,,,
57182,河南,襄城,198101,201012,33.85,113.5166667,80.4,81.4,,,,,一般站,,,,
57183,河南,临颍,198101,201012,33.8,113.9166667,60,65.2,,,,,一般站,,,,
57184,河南,叶县,198101,201012,33.63333333,113.3,97.5,98.5,,,,,一般站,,,,
57185,河南,舞阳,198101,201012,33.45,113.5833333,91.1,92.1,,,,,一般站,,,,
57186,河南,漯河,198101,201012,33.6,114.05,58.7,59.8,,,,,一般站,,,,
57187,河南,社旗,198101,201012,33.06666667,112.9333333,118,119.3,,,,,一般站,,,,
57188,河南,西平,198101,201012,33.36666667,114.0333333,55.9,56.8,,,,,一般站,,,,
57189,河南,遂平,198101,201012,33.13333333,113.95,64.6,65.5,,,,,一般站,,,,
57190,河南,黄泛区农试站,200401,201012,33.75,114.4,50.5,51.6,,,,,一般站,,,,
57191,河南,通许,198101,201012,34.48333333,114.4833333,63.4,64.2,,,,,一般站,,,,
57192,河南,淮阳,198101,201012,33.73333333,114.85,45.5,46.6,,,,,一般站,,,,
57193,河南,西华,195401,200012,33.78333333,114.5166667,52.6,53.6,基本站,,,,一般站,,,,
57194,河南,上蔡,198101,201012,33.28333333,114.2666667,59.8,60.9,,,,,一般站,,,,
57195,河南,川汇区,198101,201012,33.61666667,114.6166667,46.6,47.6,,,,,一般站,,,,
57196,河南,项城,198101,201012,33.46666667,114.8666667,42,42.8,,,,,一般站,,,,
57197,河南,汝南,198101,201012,32.96666667,114.35,50.1,51.1,,,,,一般站,,,,
57198,河南,商水,198101,201012,33.05,114.5666667,44.6,45.6,,,,,一般站,,,,
57204,四川,青川,198101,201012,32.56666667,105.2166667,782,783.2,,,,,一般站,,,,
57206,四川,广元,195101,200012,32.43333333,105.85,513.8,513.5,基本站,,缺196906,,一般站,,,,
57208,四川,剑阁,198101,201012,32.28333333,105.5166667,544.5,545.7,,,,,一般站,,,,
57211,陕西,宁强,198101,201012,32.08333333,106.25,836.1,837.1,,,,,一般站,,,,
57213,陕西,南郑,198101,201012,33,106.9333333,536.5,537.5,,,,,一般站,,,,
57216,四川,南江,198101,201012,32.35,106.0833333,579.3,580.5,,,,,一般站,,,,
57217,四川,旺苍,198101,201012,32.23333333,106.2833333,485.7,486.9,,,,,一般站,,,,
57231,陕西,紫阳,198101,201012,32.53333333,108.5333333,503.8,505,,,,,一般站,,,,
57232,陕西,石泉,195908,200012,33.05,108.2666667,484.9,485,基本站,,,,一般站,,,,
57233,陕西,汉阴,198101,201012,32.9,108.05,413.1,414.3,,,,,一般站,,,,
57237,四川,万源,195206,201207,32.06666667,108.0333333,674,675,基准站,,1991年改基准站,国际交换站,一般站,,,,
57238,陕西,镇巴,198101,201012,32.53333333,107.9,693.9,695.1,,,,,一般站,,,,
57242,陕西,旬阳,198101,201012,32.85,109.3666667,285.5,286.5,,,,,一般站,,,,
57245,陕西,安康,195210,200012,32.71666667,109.0333333,290.8,291.7,基准站,,1992年改基准站,,一般站,,,,
57247,陕西,岚皋,198101,201012,32.31666667,108.9,438.5,439.5,,,,,一般站,,,,
57248,陕西,平利,198101,201012,32.4,109.0333333,431,430,,,,,一般站,,,,
57249,湖北,竹溪,198101,201012,32.31666667,109.6833333,448.2,453.7,,,,,一般站,,,,
57251,湖北,陨西,198901,200012,33,110.4166667,249.1,249.9,基准站,,1989年改基准站,,一般站,,,,
57253,湖北,陨县,195207,199106,32.85,110.8166667,201.9,204,一般站,,1991年7月改一般站,,一般站,,,,
57254,陕西,白河,198101,201012,32.81666667,110.1166667,322.5,323.7,,,,,一般站,,,,
57256,湖北,十堰,198101,201012,32.65,110.7833333,286.5,283.5,,,,,一般站,,,,
57257,湖北,竹山,198101,201012,32.23333333,110.2333333,307,309.3,,,,,一般站,,,,
57259,湖北,房县,195801,200012,32.05,110.75,426.9,426.4,基本站,,,,一般站,,,,
57260,湖北,丹江口,198101,201012,32.56666667,111.5166667,133.4,140.6,,,,,一般站,,,,
57261,河南,淅川,198101,201012,33.11666667,111.5166667,233,234.5,,,,,一般站,,,,
57265,湖北,老河口,195101,201207,32.43333333,111.7333333,132.1,128.8,基本站,,,国际交换站,一般站,,,,
57268,湖北,谷城,198101,201012,32.26666667,111.6166667,120,115.5,,,,,一般站,,,,
57271,河南,新野,198101,201012,32.51666667,112.3833333,87.7,88.7,,,,,一般站,,,,
57273,河南,唐河,198101,201012,32.68333333,112.85,109.5,110.5,,,,,一般站,,,,
57274,河南,邓州,198101,201012,32.7,112.1166667,107.6,108.8,,,,,一般站,,,,
57278,湖北,襄阳,198101,201012,32,112.0833333,163.4,158.9,,,,,一般站,,,,
57279,湖北,枣阳,195702,200012,32.15,112.75,125.5,127,基本站,,,,一般站,,,,
57281,河南,泌阳,198101,201012,32.7,113.3,142.2,143.1,,,,,一般站,,,,
57285,河南,桐柏,198101,201012,32.38333333,113.4166667,153,154,,,,,一般站,,,,
57290,河南,驻马店,195801,201207,32.93333333,113.9166667,106.2,107.2,基本站,,,国际交换站,一般站,,,,
57292,河南,平舆,198101,201012,32.96666667,114.6333333,44.4,45.3,,,,,一般站,,,,
57293,河南,新蔡,198101,201012,32.73333333,114.9833333,38,39.1,,,,,一般站,,,,
57294,河南,确山,198101,201012,32.08333333,114.0166667,83.6,84.6,,,,,一般站,,,,
57295,河南,正阳,198101,201012,32.61666667,114.35,78.5,80.2,,,,,一般站,,,,
57296,河南,息县,198101,201012,32.35,114.7333333,48.9,50.1,,,,,一般站,,,,
57297,河南,信阳,195101,201207,32.13333333,114.05,114.5,115.4,基本站,,,国际交换站,一般站,,,,
57298,河南,罗山,198101,201012,32.21666667,114.55,55.4,56.2,,,,,一般站,,,,
57299,河南,光山,198101,201012,32.01666667,114.9,49.4,50.6,,,,,一般站,,,,
57303,四川,苍溪,198101,201012,31.73333333,105.9166667,459.9,461.1,,,,,一般站,,,,
57306,四川,阆中,195801,200012,31.58333333,105.9666667,382.6,385.4,基本站,,,,一般站,,,,
57307,四川,三台,198101,201012,31.1,105.0833333,404.9,406.1,,,,,一般站,,,,
57308,四川,盐亭,198101,201012,31.21666667,105.3833333,421.3,422.5,,,,,一般站,,,,
57309,四川,西充,198101,201012,30.98333333,105.8833333,378.4,379.4,,,,,一般站,,,,
57313,四川,巴中,195206,200012,31.86666667,106.7666667,417.7,419,基本站,,,,一般站,,,,
57314,四川,南部,198101,201012,31.35,106.0666667,405.7,406.9,,,,,一般站,,,,
57315,四川,仪陇,198101,201012,31.53333333,106.4,655.7,656.8,,,,,一般站,,,,
57317,四川,蓬安,198101,201012,31.03333333,106.4166667,324.9,326.1,,,,,一般站,,,,
57318,四川,营山,198101,201012,31.06666667,106.55,338.5,339.7,,,,,一般站,,,,
57320,四川,通江,198101,201012,31.93333333,107.2166667,482.4,483.1,,,,,一般站,,,,
